id	instruction_en	instruction_my	response_en	response_my	category	source	guideline_version	notes
TB-CHDR-014	What is the recommended Linezolid duration for very young children with non-severe MDR-TB disease?	ပြင်းထန်မှုနည်းသော MDR-TB ရောဂါရှိ ငယ်ရွယ်သောကလေးများအတွက် လိုင်နီဇိုလစ်ဆေးဝါး ထောက်ခံသော ကာလ မည်မျှနည်း။	Based on expert opinion, in very young children with non-severe disease, Linezolid can be used for 2 months to avoid unnoticed toxicity such as neuropathies. This shorter duration reduces the risk of cumulative duration-dependent toxic effects while still providing bactericidal benefit.	ကျွမ်းကျင်သူ ထင်မြင်ချက်များကို အခြေပြု၍ ပြင်းထန်မှုနည်းသော ရောဂါရှိ ငယ်ရွယ်သောကလေးများ၌ သိမသိ ဖြစ်ပေါ်နိုင်သော neuropathy ကဲ့သို့ ဆိုးကျိုးများ ရှောင်ရှားရန် လိုင်နီဇိုလစ်ဆေးဝါး ကို ၂ လ သောက်ရနိုင်သည်။ ဤ တိုတောင်းသော ကာလသည် ဘက်တီးရီးယားသတ်နိုင်မှု အကျိုးကျေးဇူး ရရှိနေဆဲ ကာလနှင့်ဆက်စပ်သော ဆိုးကျိုး စုပုံမှုကို လျော့ချနိုင်သည်။	Drug management	WHO TB Guidelines / Myanmar NTP	2025	Lzd 2 months; very young children; non-severe; neuropathy avoidance; expert opinion
TB-CHDR-015	How should visual acuity be monitored for Linezolid-related optic toxicity in young children who cannot read?	စာဖတ်မတတ်သေးသော ငယ်ရွယ်သောကလေးများ၌ လိုင်နီဇိုလစ်ဆေးဝါး ဆက်နွှယ်သော မျက်လုံး အဆိပ်သင့်မှု စစ်ဆေးရာတွင် မျက်လုံးကြည်လင်မှု မည်သို့ တိုင်းတာရမည်နည်း။	Younger children who cannot read can have visual acuity tested using symbol charts. Very young children can have visual tracking assessed. Symptoms of loss of visual acuity may include bumping into things or having difficulty grasping and picking up objects.	စာဖတ်မတတ်သေးသောကလေးများ၌ ပုံသဏ္ဌာန် ဇယား (symbol chart) ကို အသုံးပြု၍ မျက်လုံးကြည်လင်မှု စစ်ဆေးနိုင်သည်။ ငယ်ရွယ်သောကလေးများ၌ မျက်လုံးခြေရာခံမှု (visual tracking) စစ်ဆေးနိုင်သည်။ မျက်လုံးကြည်လင်မှု ဆုံးရှုံးမှု လက္ခဏာများတွင် အရာဝတ္တုများနှင့် ကိုက်မိခြင်း သို့မဟုတ် အရာဝတ္တုများ ကိုင်ဖမ်းရာတွင် အခက်အခဲ ဖြစ်ခြင်းတို့ ပါဝင်သည်။	Healthcare worker training	WHO TB Guidelines / Myanmar NTP	2025	Visual acuity; symbol charts; visual tracking; young children; Lzd optic toxicity monitoring
TB-CHDR-016	How should peripheral neuropathy from Linezolid be assessed in children of all ages?	မည်သည့်အသက်ရှိ ကလေးများ၌မဆို လိုင်နီဇိုလစ်ဆေးဝါး ဆက်နွှယ်သော ဒေသဆိုင်ရာ အာရုံကြောဆိုင်ရာ ပြဿနာ စစ်ဆေးရာတွင် မည်သို့ ဆောင်ရွက်သင့်သနည်း။	Children of all ages can be assessed for peripheral neuropathy using reflexes and pinprick testing. Symptoms of peripheral neuropathy may include tripping, stumbling, crying, or slapping at the hands and feet. These behavioral signs are especially important in very young children who cannot describe their symptoms.	မည်သည့်အသက်ရှိ ကလေးများ၌မဆို ဒေသဆိုင်ရာ အာရုံကြောဆိုင်ရာ ပြဿနာ စစ်ဆေးရန် reflex နှင့် pin prick စစ်ဆေးနည်းများ ကျင့်သုံးနိုင်သည်။ ဒေသဆိုင်ရာ အာရုံကြောဆိုင်ရာ ပြဿနာ လက္ခဏာများတွင် ထိမ်ချောင်းမိခြင်း၊ လဲကျခြင်း၊ ငိုကြွေးခြင်း သို့မဟုတ် လက်/ခြေများကို ဆုပ်ကိုင်ခြင်းတို့ ပါဝင်သည်။ ဤ အပြုအမူ လက္ခဏာများသည် မိမိ၏ ဝေဒနာကို ဖော်ပြနိုင်မှုမရှိသော ငယ်ရွယ်သောကလေးများ၌ အထူး အရေးကြီးသည်။	Healthcare worker training	WHO TB Guidelines / Myanmar NTP	2025	Peripheral neuropathy assessment; reflexes; pinprick; tripping; crying; behavioral signs
TB-CHDR-017	Why should Bedaquiline and Efavirenz not be used together in children with HIV and MDR-TB co-infection?	HIV နှင့် MDR-TB တွဲဖြစ်နေသော ကလေးများ၌ ဘီဒါကွီလင်းဆေးဝါးနှင့် Efavirenz ကို တွဲ မသုံးသင့်ရသည့် အကြောင်းကား မည်သည်နည်း။	Bedaquiline and Efavirenz should be avoided in combination in children with HIV and MDR-TB co-morbidity because Efavirenz lowers the blood concentrations of Bedaquiline. This drug interaction reduces Bdq effectiveness and may lead to subtherapeutic levels, risking treatment failure.	HIV နှင့် MDR-TB တွဲဖြစ်နေသော ကလေးများ၌ Efavirenz သည် ဘီဒါကွီလင်းဆေးဝါး (Bdq) ၏ သွေးထဲ ပါဝင်မှု ပမာဏကို လျော့ကျစေသောကြောင့် ဘီဒါကွီလင်းဆေးဝါးနှင့် Efavirenz ကို တွဲ ရှောင်ကြဉ်ရမည်။ ဤဆေးဝါး အပြန်အလှန် တုံ့ပြန်မှုသည် Bdq ၏ ထိရောက်မှုကို လျော့ကျစေကာ ကုသမှုအဆင့် လျော်နည်းသောအဆင့်သို့ ရောက်ရှိနိုင်ကာ ကုသမှု မအောင်မြင်မည့် အန္တရာယ် ရှိနိုင်သည်။	Drug management	WHO TB Guidelines / Myanmar NTP	2025	Bdq-Efavirenz interaction; HIV-TB co-infection; drug interaction; ART compatibility
TB-CHDR-018	What additional drug options exist for children with MDR-TB when documented susceptibility is confirmed?	ဆေးဒဏ်ခံမှု ရှိကြောင်း မှတ်တမ်းတင် အတည်ပြုသောအခါ ကလေး MDR-TB တွင် ထပ်ဆောင်း ဆေးဝါး ရွေးချယ်မှုများ မည်သည်တို့ ရှိသနည်း။	Additional options for children with MDR-TB when susceptibility is documented include: Ethionamide (if no InhA gene mutation), high-dose Isoniazid (if no katG mutation), Pyrazinamide (if susceptible), and PAS (if no other effective option remains). These may be used as adjunct drugs when standard regimens are insufficient.	ဆေးဒဏ်ခံမှု မှတ်တမ်းတင် အတည်ပြုပါက ကလေး MDR-TB ၌ ထပ်ဆောင်း ရွေးချယ်မှုများတွင် - (InhA gene mutation မရှိပါက) အီသီအိုနမိုက်ဆေးဝါး၊ (katG mutation မရှိပါက) မြင့်မားသောဆေးပမာဏ အိုင်ဆိုနိုင်ယာဇစ်ဆေးဝါး၊ ဆေးဒဏ်ခံမှုရှိပါက ပိုင်ရာဇီနမိုက်ဆေးဝါး နှင့် အခြားထိရောက်သောရွေးချယ်မှုများ မကျန်ရှိပါက PAS တို့ ပါဝင်သည်။ ပုံမှန် ကုထုံးများ မလုံလောက်သောအခါ ဤဆေးဝါးများကို ဖြည့်ဆည်းဆေးဝါးများ အဖြစ် အသုံးပြုနိုင်သည်။	Drug management	WHO TB Guidelines / Myanmar NTP	2025	Eto InhA; high-dose INH katG; PZA; PAS; documented susceptibility; pediatric adjuncts
TB-CHDR-019	How should second-line TB drugs be administered when child-friendly formulations are unavailable?	ကလေးများ သောက်ရ ကောင်းသောပုံစံ ဆေးဝါးများ မရနိုင်သောအခါ ဒုတိယတန်းစား တီဘီ ဆေးဝါးများကို မည်သို့ ပေးသောက်ရမည်နည်း။	When child-friendly formulations are unavailable, daily dosing will be approximate using the following methods: tablets may be cut into fragments and crushed; capsules may be opened and the content divided. Small discrepancies in dose will even out over time. The drugs may be mixed with small amounts of liquid or soft food, particularly sweet jam.	ကလေးများ သောက်ရကောင်းသောပုံစံ ဆေးဝါးများ မရနိုင်သောအခါ နေ့တိုင်း ဆေးပမာဏ ခန့်မှန်းကာ - ဆေးပြားများကို ဖြတ်ထားပြီး ကြိတ်ချေ နိုင်သည်၊ ဆေးကပ်ဆိုလ်ကို ဖွင့်ကာ အကြောင်းအရာကို ပိုင်းခြားနိုင်သည်။ ဆေးပမာဏ ကွဲလွဲမှု အနည်းငယ်သည် အချိန်အတိုင်းအတာဖြင့် ညီမျှလာလိမ့်မည်။ ဆေးဝါးများကို အရည် အနည်းငယ် သို့မဟုတ် ချိုသောဂျမ် ကဲ့သို့ ပျော့သော အစားအစာနှင့် ရောစပ် ပေးနိုင်သည်။	Patient education	WHO TB Guidelines / Myanmar NTP	2025	Child-friendly formulations; tablet crushing; capsule opening; sweet jam; weight-based dosing
TB-CHDR-020	Why is weight-based dosing important for second-line drugs in children with MDR-TB?	ကလေး MDR-TB တွင် ဒုတိယတန်းစား ဆေးဝါးများ အတွက် ကိုယ်အလေးချိန်ကို အခြေပြု ဆေးပမာဏ မည်ကြောင့် အရေးပါသနည်း။	Weight-based dosing of second-line drugs is important in children because children's drug metabolism, distribution, and toxicity profiles differ significantly from adults and vary with age and weight. Using weight-based dosing ensures adequate therapeutic levels while minimizing toxicity risks in a growing child.	ကလေးများ၌ ဆေးဝါး ဇီဝဖြစ်ပျက်မှု၊ ဖြန့်ကျက်မှုနှင့် ဆိုးကျိုး သွင်ပြင်လက္ခဏာသည် လူကြီးများနှင့် သိသိသာသာ ကွာခြားပြီး အသက်နှင့် ကိုယ်အလေးချိန်နှင့် ဆက်စပ်ပြောင်းလဲသောကြောင့် ဒုတိယတန်းစား ဆေးဝါးများ ကိုယ်အလေးချိန်ကို အခြေပြု ဆေးပမာဏ အရေးပါသည်။ ကိုယ်အလေးချိန်ကို အခြေပြု ဆေးပမာဏ ကျင့်သုံးမှုသည် ကြီးထွားဆဲ ကလေး၌ ဆိုးကျိုး အန္တရာယ် လျော့ချနေဆဲ လုံလောက်သော ကုသပမာဏ ရရှိကြောင်း သေချာစေသည်။	Drug management	WHO TB Guidelines / Myanmar NTP	2025	Weight-based dosing; pediatric pharmacokinetics; toxicity minimization; second-line drugs
TB-CHDR-021	Who should be consulted when treating children with MDR-TB?	ကလေး MDR-TB ကုသသောအခါ မည်သူနှင့် တိုင်ပင်ဆွေးနွေးသင့်သနည်း။	Children with MDR-TB should be treated with close consultation of a pediatrician who is an expert in MDR-TB management. This specialist input is essential given the complexity of pediatric MDR-TB, including individualized regimen design, toxicity monitoring challenges, and child-specific dosing requirements.	ကလေး MDR-TB ကုသမှုကို MDR-TB စီမံကိန်းတွင် ကျွမ်းကျင်သော ကလေးဆရာဝန်နှင့် နီးကပ်စွာ တိုင်ပင်ဆွေးနွေးကာ ဆောင်ရွက်ရမည်။ ကလေး MDR-TB ၏ ရှုပ်ထွေးမှု၊ တစ်ဦးချင်း ကုထုံး ဒီဇိုင်းလုပ်ငန်း၊ ဆိုးကျိုး စောင့်ကြည့်မှု ခက်ခဲမှုနှင့် ကလေး သီးသန့် ဆေးပမာဏ လိုအပ်ချက်များကြောင့် ဤ ကျွမ်းကျင်သူ ထည့်သွင်းမှုသည် မဖြစ်မနေ လိုအပ်သည်။	Healthcare worker training	WHO TB Guidelines / Myanmar NTP	2025	Pediatrician consultation; MDR-TB expert; specialist referral; children treatment team
TB-CHDR-022	What is the recommended approach when DST cannot be performed for younger children with MDR-TB?	ငယ်ရွယ်သောကလေး MDR-TB ၌ DST ပြုလုပ်မရနိုင်သောအခါ ထောက်ခံသော ချဉ်းကပ်နည်း မည်သည်နည်း။	DST cannot always be warranted in younger children. In such cases, the regimen is empirically constructed based on the best clinical judgment of the treating physician, taking into account the resistance pattern of the index (source) case if available, as the child's resistance pattern is likely to mirror that of the source.	ငယ်ရွယ်သောကလေးများ၌ DST ကို မဖြစ်မနေ မလုပ်နိုင်တတ်ပေ။ ထိုအချိန်တွင် ကုသမှုပြုလုပ်သော ဆရာဝန်၏ အကောင်းဆုံး ကျန်းမာရေးဆိုင်ရာ ဆုံးဖြတ်ချက်ကို အခြေပြု empirical ကုထုံး တည်ဆောက်ရမည်ဖြစ်ပြီး ကလေး၏ ဆေးဒဏ်ခံမှု ပုံစံသည် မူလ ရင်းမြစ်လူနာ (index case) ၏ ပုံစံနှင့် ဆင်တူဖွယ်ရှိသောကြောင့် ရရှိနိုင်ပါက index case ၏ ဆေးဒဏ်ခံမှု ပုံစံ ထည့်သွင်းစဉ်းစားသင့်သည်။	Diagnostic protocols	WHO TB Guidelines / Myanmar NTP	2025	DST not available; empirical regimen; clinical judgment; index case resistance pattern
TB-CHDR-023	How should the MDR-TB regimen be individualized for each child patient?	MDR-TB ကုထုံးကို ကလေးလူနာ တစ်ဦးချင်းစီ အတွက် မည်သို့ ပုဂ္ဂိုလ်ရေးဆိုင်ရာ ကျင့်သုံးသင့်သနည်း။	Regimens must be designed for each individual child, taking into account unique resistance patterns and toxicity risks. Factors include the child's age, weight, disease severity, site of disease, DST results or index case resistance pattern, co-morbidities, HIV status, and ability to tolerate specific drugs.	ကုထုံးကို ကလေးလူနာ တစ်ဦးချင်း၏ ထူးခြားသော ဆေးဒဏ်ခံမှု ပုံစံနှင့် ဆိုးကျိုး အန္တရာယ်ကို ထည့်သွင်းကာ ကောင်းမွန်ချမှတ်ရမည်။ ထည့်သွင်းစဉ်းစားရမည့် အချက်များမှာ - ကလေး၏ အသက်၊ ကိုယ်အလေးချိန်၊ ရောဂါ ပြင်းထန်မှု၊ ဖြစ်ပွားနေသောနေရာ၊ DST ရလဒ် သို့မဟုတ် index case ဆေးဒဏ်ခံမှု ပုံစံ၊ တွဲဖက်ဖြစ်ပွားသော ရောဂါ၊ HIV အဆင့်နှင့် တစ်မျိုးတစ်မျိုးသော ဆေးဝါးများ ခံနိုင်ရည် ရှိမှု တို့ ဖြစ်သည်။	Drug-resistant TB (MDR-TB)	WHO TB Guidelines / Myanmar NTP	2025	Individualized regimen; resistance pattern; toxicity risks; age; weight; co-morbidities; HIV
TB-CHDR-024	How is the eligibility for the standardized shorter all-oral Bdq-containing regimen determined for children?	ကလေးများတွင် ဘီဒါကွီလင်းဆေးဝါး ပါသော စံသတ်မှတ်ထားသော တိုတောင်းသော ပါးစပ်ဖြင့်သောက်သုံးနိုင်သော ကုထုံး သင့်တော်မည့် သူ ကို မည်သို့ ဆုံးဖြတ်သနည်း။	The eligibility criteria for the standardized shorter all-oral bedaquiline-containing regimen for children with confirmed MDR/RR-TB are the same as for adolescents and adults. Under programmatic conditions, this regimen may now be used in children of all ages.	MDR/RR-TB အတည်ပြုထားသော ကလေးများအတွက် ဘီဒါကွီလင်းဆေးဝါး ပါသော စံသတ်မှတ်ထားသော တိုတောင်းသော ပါးစပ်ဖြင့်သောက်သုံးနိုင်သော ကုထုံး သင့်တော်မည့် သူ သတ်မှတ်ချက်သည် ပင်ပင်ပင် ကျောင်းသားများနှင့် လူကြီးများ အတွက်နှင့် တူညီသည်။ NTP ပြည်သူ့ကျန်းမာရေး ကုထုံး အနေဖြင့် ယခုအခါ ဤကုထုံးကို မည်သည့်အသက်ရှိ ကလေးများ၌မဆို အသုံးပြုနိုင်သည်။	Treatment guidelines	WHO TB Guidelines / Myanmar NTP	2025	9-month eligibility; children all ages; same criteria as adults; programmatic conditions
TB-CHDR-025	What makes diagnosing MDR-TB in children with clinical diagnosis different from those with confirmed diagnosis?	ကျန်းမာရေးစစ်ဆေးခြင်းဖြင့် စစ်ဆေးဖော်ထုတ်ထားသော ကလေး MDR-TB နှင့် အတည်ပြုထားသော MDR-TB စစ်ဆေးဖော်ထုတ်မှုသည် မည်သို့ ကွာခြားသနည်း။	Clinically diagnosed MDR-TB relies on risk factors for drug resistance (such as close contact history, failure of first-line treatment, or contact with a retreatment case) rather than laboratory confirmation. Confirmed MDR-TB requires microbiological diagnosis from a biological specimen using mWRDs or culture. The management approach for both may be similar but confirmed MDR-TB allows for DST-guided regimen refinement.	ကျန်းမာရေးစစ်ဆေးခြင်းဖြင့် စစ်ဆေးဖော်ထုတ်ထားသော MDR-TB သည် ဓာတ်ခွဲခန်း အတည်ပြုချက်ထက် ဆေးဒဏ်ခံမှု ဖြစ်ပွားနိုင်သော အန္တရာယ်အချက်များ (ထိတွေ့ဆက်ဆံမှု ခြေရာခံခြင်း မှတ်တမ်း၊ ပထမတန်းစား ကုသမှု မအောင်မြင်မှု သို့မဟုတ် ထပ်ကုသမှုလူနာနှင့် ထိတွေ့မှု) ကို အားထားသည်။ အတည်ပြုထားသော MDR-TB သည် mWRD သို့မဟုတ် ပိုးမွေးစစ်ဆေးနည်း ဖြင့် ဇီဝနမူနာမှ ဘက်တီးရီးယားဆိုင်ရာ စစ်ဆေးဖော်ထုတ်မှု လိုအပ်သည်။ နှစ်မျိုးလုံး ၏ ကုသမှု ချဉ်းကပ်နည်း ဆင်တူနိုင်သော်လည်း အတည်ပြုထားသော MDR-TB သည် DST ဖြင့် ကုထုံး ပြောင်းလဲပြင်ဆင်မှုကို ခွင့်ပြုသည်။	Diagnostic protocols	WHO TB Guidelines / Myanmar NTP	2025	Confirmed vs clinical MDR-TB; risk factors; DST-guided refinement; mWRD; culture
TB-CHDR-026	What role do steroids play in treating MDR-TB meningitis in children?	ကလေးများ MDR-TB ဦးနှောက်အမြှေးပါး ရောင်ရမ်းရောဂါ ကုသမှုတွင် steroid ၏ အခန်းကဏ္ဍ မည်သည်နည်း။	Treatment of MDR-TB meningitis should be guided by the use of medicines with good CNS penetration combined with the use of steroids. Steroids help reduce the inflammatory response in the CNS, which can decrease morbidity and mortality associated with TB meningitis.	MDR-TB ဦးနှောက်အမြှေးပါး ရောင်ရမ်းရောဂါ ကုသမှုကို CNS ထဲ ကောင်းစွာ ထိုးဖောက်ဝင်ရောက်နိုင်သော ဆေးဝါးများနှင့် steroid တွဲဖက်ကာ ဦးဆောင်ရမည်။ Steroid သည် CNS ၌ ရောင်ရမ်းမှုကို လျော့ချကာ တီဘီ ဦးနှောက်အမြှေးပါး ရောင်ရမ်းရောဂါနှင့် ဆက်နွှယ်သော နာမကျန်းမှုနှင့် သေဆုံးမှုကို လျော့ချနိုင်သည်။	Treatment guidelines	WHO TB Guidelines / Myanmar NTP	2025	Steroids; TB meningitis; CNS inflammation; CSF penetration drugs; mortality reduction
TB-CHDR-027	How should a Myanmar healthcare worker identify a child with probable MDR-TB who is a close contact of a source case?	မြန်မာနိုင်ငံ ကျန်းမာရေး ဝန်ထမ်းတစ်ဦးသည် မူလ ရင်းမြစ်လူနာ၏ နီးကပ်စွာ ထိတွေ့သူ ကလေး Probable MDR-TB ကို မည်သို့ ဖော်ထုတ်ရမည်နည်း။	A Myanmar healthcare worker should identify Probable MDR-TB in a child close contact by checking for: symptoms and signs consistent with TB disease, radiological findings if available, history of close contact with an infectious MDR/RR-TB adult source case, and non-improvement after 2-3 months of first-line treatment with confirmed adherence. All such children should be prioritized for Xpert Ultra stool testing.	မြန်မာနိုင်ငံ ကျန်းမာရေး ဝန်ထမ်းတစ်ဦးသည် ကလေး Probable MDR-TB ကို ဖော်ထုတ်ရာတွင် - တီဘီနှင့် ကိုက်ညီသော ရောဂါလက္ခဏာနှင့် ရောဂါ သက်သေများ၊ ရနိုင်ပါက ရေဒီယိုလိုဂျီ တွေ့ရှိချက်များ၊ ကူးစက်နိုင်သော MDR/RR-TB လူကြီး မူလ ရင်းမြစ်လူနာနှင့် နီးကပ်စွာ ထိတွေ့ဖူးသည့် မှတ်တမ်း၊ နှင့် ဆေးသောက်လိုက်နာမှု အတည်ပြုပြီးနောက်လည်း ပထမတန်းစား ကုသမှု ၂-၃ လ ပြီးမှ တိုးတက်မှုမရှိမှုတို့ကို စစ်ဆေးသင့်သည်။ ထိုကဲ့သို့ ကလေးများ အားလုံးကို Xpert Ultra မစင်စစ်ဆေးမှု ဦးစားပေးသင့်သည်။	Healthcare worker training	WHO TB Guidelines / Myanmar NTP	2025	Myanmar NTP; close contact identification; probable MDR-TB; Xpert Ultra priority; criteria
TB-CHDR-028	What are the practical steps for preparing crushed tablets for a very young child who cannot swallow whole MDR-TB drugs?	MDR-TB ဆေးဝါးများ မျိုချမနိုင်သော ငယ်ရွယ်သောကလေး အတွက် ကြိတ်ချေထားသော ဆေးပြားများ ပြင်ဆင်ရာ လက်တွေ့ အဆင့်ဆင့်ဆောင်ရွက်မှုများ မည်သည်တို့ ဖြစ်သနည်း။	Practical steps for preparing crushed tablets include: (1) Cut the tablet into the required fragment based on weight-based dose. (2) Crush the fragment completely. (3) Mix with a small amount of liquid or soft food such as sweet jam. (4) Administer immediately after mixing to avoid drug degradation. (5) Ensure all of the mixture is consumed to avoid underdosing. Small discrepancies in dose will even out over time.	ကြိတ်ချေထားသော ဆေးပြားများ ပြင်ဆင်ရာ လက်တွေ့ အဆင့်ဆင့်ဆောင်ရွက်မှုများမှာ - (၁) ကိုယ်အလေးချိန်ကို အခြေပြု ဆေးပမာဏ အပေါ် မူတည်ကာ ဆေးပြားကို ဖြတ်ချပါ။ (၂) ဖြတ်ထားသော အစိတ်အပိုင်းကို ကောင်းကောင်း ကြိတ်ချေပါ။ (၃) အရည် အနည်းငယ် သို့မဟုတ် ချိုသောဂျမ် ကဲ့သို့ ပျော့သော အစားအစာနှင့် ရောစပ်ပါ။ (၄) ဆေးဝါး ပျက်စီးမှုကို ရှောင်ကြဉ်ရန် ရောပြီးချင်း ချက်ချင်း ပေးသောက်ပါ။ (၅) ဆေးပမာဏ နည်းသွားမည်ကို ရှောင်ကြဉ်ရန် ရောနှောထားသော ပစ္စည်းအားလုံး ကလေး ကျပ်ကျပ်သောက်ကြောင်း သေချာပါ။	Patient education	WHO TB Guidelines / Myanmar NTP	2025	Tablet crushing; weight-based; sweet jam; immediate administration; pediatric drug preparation
TB-CHDR-029	How does the 2025 guideline expand treatment options for children with MDR-TB compared to earlier guidelines?	၂၀၂၅ လမ်းညွှန်ချက်သည် ယခင် လမ်းညွှန်ချက်များနှင့် နှိုင်းယှဉ်လျှင် ကလေး MDR-TB ကုသမှု ရွေးချယ်မှုများကို မည်သို့ ချဲ့ထွင်ခဲ့သနည်း။	The 2025 guideline expands treatment options for children with MDR-TB by: (1) Extending the use of Bedaquiline to children of all ages (not just older children/adolescents). (2) Extending Delamanid use to children of all ages in longer regimens. (3) Allowing the standardized shorter all-oral bedaquiline-containing regimen for all ages under programmatic conditions. These expansions mean more children have access to safer, all-oral, injection-free regimens.	၂၀၂၅ လမ်းညွှန်ချက်သည် ကလေး MDR-TB ကုသမှု ရွေးချယ်မှုများကို ချဲ့ထွင်ရာတွင် - (၁) ဘီဒါကွီလင်းဆေးဝါး ကို (ကြီးသောကလေး/ပင်ပင်ပင် ကျောင်းသားများသာ မဟုတ်ဘဲ) မည်သည့်အသက်ရှိ ကလေးများ အတွက်မဆို ချဲ့ထွင်ခဲ့သည်။ (၂) ကာလရှည် ကုထုံးများ၌ မည်သည့်အသက်ရှိ ကလေးများ အတွက်မဆို ဒီလာမာနစ်ဆေးဝါး အသုံးပြုမှု ချဲ့ထွင်ခဲ့သည်။ (၃) NTP ပြည်သူ့ကျန်းမာရေး ကုထုံး အနေဖြင့် မည်သည့်အသက်ရှိ ကလေးများ အတွက်မဆို ဘီဒါကွီလင်းဆေးဝါး ပါသော တိုတောင်းသော ပါးစပ်ဖြင့်သောက်သုံးနိုင်သော ကုထုံးကို ခွင့်ပြုခဲ့သည်။ ဤ ချဲ့ထွင်မှုများသည် ကလေးများ ပိုများ ဘေးကင်းသော၊ ပါးစပ်ဖြင့်သောက်သုံးနိုင်သော၊ ထိုးဆေး မပါသော ကုထုံးများ ရနိုင်ကြောင်း ဆိုလိုသည်။	Treatment guidelines	WHO TB Guidelines / Myanmar NTP	2025	2025 expansion; Bdq all ages; Dlm all ages; all-oral regimen; injection-free; programmatic
TB-CHDR-030	What behavioral signs should parents and healthcare workers watch for when monitoring Linezolid toxicity in very young children who cannot communicate?	ဝေဒနာ ဖော်ပြနိုင်မှုမရှိသော ငယ်ရွယ်သောကလေးများ၌ လိုင်နီဇိုလစ်ဆေးဝါး ဆိုးကျိုး စောင့်ကြည့်ရာတွင် မိဘများနှင့် ကျန်းမာရေး ဝန်ထမ်းများ မည်သည့် အပြုအမူ လက္ခဏာများ သတိထားရမည်နည်း။	Behavioral signs to watch for include: (1) Peripheral neuropathy signs: tripping, stumbling, crying, or slapping at hands and feet. (2) Visual acuity loss signs: bumping into things, difficulty grasping or picking up objects. Parents should report any new clumsiness, unusual crying, or changes in hand-eye coordination to the healthcare worker immediately.	သတိထားရမည့် အပြုအမူ လက္ခဏာများမှာ - (၁) ဒေသဆိုင်ရာ အာရုံကြောဆိုင်ရာ ပြဿနာ လက္ခဏာများ - ထိမ်ချောင်းမိခြင်း၊ လဲကျခြင်း၊ ငိုကြွေးခြင်း သို့မဟုတ် လက်/ခြေများကို ဆုပ်ကိုင်ခြင်း။ (၂) မျက်လုံးကြည်လင်မှု ဆုံးရှုံးမှု လက္ခဏာများ - အရာဝတ္တုများနှင့် ကိုက်မိခြင်း၊ အရာဝတ္တုများ ကိုင်ဖမ်းရာတွင် အခက်အခဲ ဖြစ်ခြင်း။ မိဘများသည် ကသောက်ကရွကသော အသစ် ဖြစ်ပေါ်မှု၊ ထူးဆန်းသော ငိုကြွေးမှု သို့မဟုတ် လက်-မျက်လုံး ဟပ်ဖော်မှု ပြောင်းလဲမှု တစ်ခုခုကို ချက်ချင်း ကျန်းမာရေး ဝန်ထမ်းသို့ သတင်းပို့ရမည်။	Patient education	WHO TB Guidelines / Myanmar NTP	2025	Lzd toxicity behavioral signs; neuropathy; visual acuity; parent education; monitoring
								
TB-HRTB-001	What is the recommended treatment regimen for confirmed rifampicin-susceptible, isoniazid-resistant TB (Hr-TB)?	အတည်ပြုထားသော ရိုင်ဖမ်ပီဆင်ဆေးဝါး ဒဏ်ခံနိုင်သော၊ အိုင်ဆိုနိုင်ယာဇစ်ဆေးဝါး ဆေးယဉ်ပါးသော တီဘီ (Hr-TB) အတွက် ထောက်ခံသော ကုထုံး မည်သည်နည်း။	For confirmed rifampicin-susceptible, isoniazid-resistant TB (Hr-TB), treatment with rifampicin, ethambutol, pyrazinamide, and levofloxacin is given for 6 months. As no REZ FDC is available, the suitable option is to use HREZ FDC with levofloxacin (Lfx), and a weight-band dosing scheme is recommended.	အတည်ပြုထားသော ရိုင်ဖမ်ပီဆင်ဆေးဝါး ဒဏ်ခံနိုင်သော၊ အိုင်ဆိုနိုင်ယာဇစ်ဆေးဝါး ဆေးယဉ်ပါးသော တီဘီ (Hr-TB) အတွက် ရိုင်ဖမ်ပီဆင်ဆေးဝါး၊ အီသမ်ဘျူတောလ်ဆေးဝါး၊ ပိုင်ရာဇီနမိုက်ဆေးဝါး နှင့် လီဗိုဖလော့ဇာဆင်ဆေးဝါး ဖြင့် ၆ လ ကုသသည်။ REZ FDC မရနိုင်သောကြောင့် HREZ FDC ကို လီဗိုဖလော့ဇာဆင်ဆေးဝါး (Lfx) နှင့် တွဲသုံးရပြီး ကိုယ်အလေးချိန်အပေါ် မူတည်သော ဆေးပမာဏ ဇယားကို ထောက်ခံသည်။	Treatment guidelines	WHO TB Guidelines / Myanmar NTP	2025	Hr-TB regimen; HREZ+Lfx; 6 months; weight-band dosing; rifampicin susceptible
